product_id,product_name,product_price,reviews,created_by,environmental impact,labor rights,animal welfare,corporate governance,sentiment,sentiment_score,category
EL100906,Electronics So 906,14.75,"Very easy to set up and operate. | Overheats quickly after continuous use. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Build quality feels cheap. | Stopped working after a few weeks. | Performance is smooth and fast. | Great value for the price, highly recommend.",Goodwin-Lam,54,34,74,24,positive,72,Electronics
EL100907,Electronics Far 907,977.37,"Overheats quickly after continuous use. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Stopped working after a few weeks. | Very easy to set up and operate. | Build quality feels cheap. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting.","Bradley, Duke and Crawford",55,60,88,99,neutral,56,Electronics
EL100908,Electronics Later 908,466.87,"Compact design and very lightweight. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Build quality feels cheap. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product.",Garcia Group,75,88,59,76,negative,26,Electronics
EL100909,Electronics Why 909,24.36,"Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Performance is smooth and fast. | Compact design and very lightweight. | Build quality feels cheap. | Stopped working after a few weeks.",Hill-Lewis,38,99,33,91,positive,83,Electronics
EL100910,Electronics Ball 910,658.62,"Very easy to set up and operate. | Build quality feels cheap. | Display is sharp and vibrant. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Stopped working after a few weeks.","Bryant, Bradley and Webb",76,79,47,59,neutral,51,Electronics
EL100911,Electronics Indicate 911,318.09,"Poor sound quality, not satisfied. | Compact design and very lightweight. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Stopped working after a few weeks.",Turner Group,52,41,91,47,negative,37,Electronics
EL100912,Electronics Player 912,420.92,"Battery life is excellent and long-lasting. | Build quality feels cheap. | Compact design and very lightweight. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Stopped working after a few weeks.",Robinson Group,42,62,99,55,positive,87,Electronics
EL100913,Electronics Put 913,136.19,"Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Performance is smooth and fast. | Build quality feels cheap.",Parker Group,82,51,90,75,neutral,64,Electronics
EL100914,Electronics Forget 914,824.93,"Very easy to set up and operate. | Display is sharp and vibrant. | Compact design and very lightweight. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Performance is smooth and fast.",Fernandez Inc,89,32,86,66,negative,10,Electronics
EL100915,Electronics Design 915,71.94,"Compact design and very lightweight. | Build quality feels cheap. | Performance is smooth and fast. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Stopped working after a few weeks. | Poor sound quality, not satisfied.","Parker, Hampton and Robertson",41,57,48,90,positive,77,Electronics
EL100916,Electronics Together 916,787.5,"Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Build quality feels cheap. | Stopped working after a few weeks.",Steele-Moore,86,45,80,59,neutral,47,Electronics
EL100917,Electronics Improve 917,242.58,"Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Performance is smooth and fast. | Overheats quickly after continuous use. | Very easy to set up and operate. | Build quality feels cheap. | Battery life is excellent and long-lasting.",Coleman-Rogers,99,100,87,78,negative,37,Electronics
EL100918,Electronics Responsibility 918,766.25,"Build quality feels cheap. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Very easy to set up and operate. | Great value for the price, highly recommend. | Performance is smooth and fast. | Battery life is excellent and long-lasting.",Leach Ltd,78,24,28,62,positive,98,Electronics
EL100919,Electronics Interesting 919,858.71,"Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Performance is smooth and fast. | Great value for the price, highly recommend. | Build quality feels cheap. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Stopped working after a few weeks.","Nguyen, Hicks and Castro",44,68,36,85,neutral,48,Electronics
EL100920,Electronics Whatever 920,599.23,"Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Compact design and very lightweight. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Performance is smooth and fast.",Snyder Group,36,24,68,28,negative,27,Electronics
EL100921,Electronics Develop 921,806.77,"Great value for the price, highly recommend. | Very easy to set up and operate. | Compact design and very lightweight. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Poor sound quality, not satisfied.",Patterson Group,58,90,82,25,positive,85,Electronics
EL100922,Electronics Positive 922,199.67,"Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Build quality feels cheap. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Display is sharp and vibrant.",Walker LLC,96,67,97,84,neutral,54,Electronics
EL100923,Electronics Though 923,425.83,"Very easy to set up and operate. | Build quality feels cheap. | Great value for the price, highly recommend. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied.",Moyer Ltd,94,37,65,22,negative,7,Electronics
EL100924,Electronics Pretty 924,181.86,"Very easy to set up and operate. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Build quality feels cheap. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend.",Bailey-Thompson,93,25,32,93,positive,92,Electronics
EL100925,Electronics Time 925,226.49,"Very easy to set up and operate. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Build quality feels cheap. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks.",Lindsey Inc,58,85,64,56,neutral,59,Electronics
EL100926,Electronics Visit 926,892.65,"Battery life is excellent and long-lasting. | Compact design and very lightweight. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Very easy to set up and operate. | Stopped working after a few weeks. | Poor sound quality, not satisfied.","Johnson, Jones and Ford",43,96,72,52,negative,37,Electronics
EL100927,Electronics Ask 927,79.91,"Compact design and very lightweight. | Very easy to set up and operate. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Performance is smooth and fast.",Fowler Ltd,57,61,36,28,positive,99,Electronics
EL100928,Electronics Heavy 928,979.35,"Display is sharp and vibrant. | Build quality feels cheap. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Great value for the price, highly recommend. | Compact design and very lightweight.",Cohen Inc,100,71,66,72,neutral,42,Electronics
EL100929,Electronics Wide 929,828.47,"Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Overheats quickly after continuous use. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Stopped working after a few weeks. | Very easy to set up and operate.","Diaz, Davis and Malone",76,30,81,96,negative,37,Electronics
EL100930,Electronics Throw 930,946.21,"Build quality feels cheap. | Great value for the price, highly recommend. | Performance is smooth and fast. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Very easy to set up and operate.",Buck-Case,63,45,69,70,positive,76,Electronics
EL100931,Electronics Focus 931,72.79,"Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Build quality feels cheap. | Performance is smooth and fast. | Compact design and very lightweight.",Bell Ltd,55,40,62,90,neutral,43,Electronics
EL100932,Electronics As 932,434.69,"Exceeded my expectations, fantastic product. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Display is sharp and vibrant. | Very easy to set up and operate. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth.","Berry, Daugherty and Hernandez",89,85,87,45,negative,3,Electronics
EL100933,Electronics Line 933,541.06,"Performance is smooth and fast. | Overheats quickly after continuous use. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Build quality feels cheap. | Display is sharp and vibrant.",Henry Inc,99,59,94,35,positive,74,Electronics
EL100934,Electronics Hand 934,853.09,"Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Stopped working after a few weeks. | Very easy to set up and operate. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Compact design and very lightweight. | Performance is smooth and fast.","Johnson, Hunter and Martinez",64,75,91,59,neutral,66,Electronics
EL100935,Electronics Agreement 935,527.81,"Compact design and very lightweight. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Very easy to set up and operate. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend.",Ward-Bates,45,70,47,70,negative,29,Electronics
EL100936,Electronics Little 936,338.3,"Performance is smooth and fast. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Compact design and very lightweight. | Build quality feels cheap. | Stopped working after a few weeks.",Leonard-Harrington,30,39,64,58,positive,85,Electronics
EL100937,Electronics Short 937,352.92,"Great value for the price, highly recommend. | Overheats quickly after continuous use. | Performance is smooth and fast. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Poor sound quality, not satisfied.","Kaufman, Johnson and Hampton",71,100,60,74,neutral,47,Electronics
EL100938,Electronics Evidence 938,940.44,"Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Very easy to set up and operate. | Overheats quickly after continuous use. | Build quality feels cheap. | Display is sharp and vibrant.","Jones, Campbell and Roberts",44,99,55,55,negative,27,Electronics
EL100939,Electronics Avoid 939,740.91,"Overheats quickly after continuous use. | Compact design and very lightweight. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Poor sound quality, not satisfied.",King Ltd,50,76,52,84,positive,80,Electronics
EL100940,Electronics Section 940,603.2,"Great value for the price, highly recommend. | Very easy to set up and operate. | Build quality feels cheap. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Compact design and very lightweight. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied.","White, Jones and Hart",64,24,44,96,neutral,40,Electronics
EL100941,Electronics Now 941,159.84,"Battery life is excellent and long-lasting. | Very easy to set up and operate. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Performance is smooth and fast. | Display is sharp and vibrant. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth.",White-Morrison,86,33,38,64,negative,5,Electronics
EL100942,Electronics Seem 942,504.02,"Stopped working after a few weeks. | Performance is smooth and fast. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Compact design and very lightweight.","Bradford, Jones and Ruiz",95,43,66,28,positive,78,Electronics
EL100943,Electronics Take 943,527.99,"Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Compact design and very lightweight. | Stopped working after a few weeks. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Very easy to set up and operate.",Curry and Sons,59,87,52,56,neutral,48,Electronics
EL100944,Electronics Room 944,738.59,"Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Build quality feels cheap. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Compact design and very lightweight. | Very easy to set up and operate. | Display is sharp and vibrant. | Performance is smooth and fast.",Roberts Inc,65,71,86,20,negative,33,Electronics
EL100945,Electronics Woman 945,32.11,"Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Compact design and very lightweight. | Performance is smooth and fast. | Build quality feels cheap. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth.",Martinez-Finley,73,67,33,85,positive,79,Electronics
EL100946,Electronics No 946,633.93,"Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Very easy to set up and operate. | Performance is smooth and fast. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Poor sound quality, not satisfied.",Davis Group,60,66,98,82,neutral,62,Electronics
EL100947,Electronics They 947,818.76,"Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Build quality feels cheap. | Stopped working after a few weeks. | Very easy to set up and operate. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Display is sharp and vibrant. | Performance is smooth and fast.","Hernandez, Goodwin and Whitaker",100,79,52,62,negative,7,Electronics
EL100948,Electronics Attack 948,631.98,"Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Performance is smooth and fast. | Display is sharp and vibrant. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product.","Wagner, Elliott and Bennett",57,92,61,47,positive,84,Electronics
EL100949,Electronics Later 949,322.48,"Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Build quality feels cheap. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Overheats quickly after continuous use. | Display is sharp and vibrant.","Mitchell, Barrett and Dudley",55,22,84,50,neutral,54,Electronics
EL100950,Electronics Available 950,7.04,"Build quality feels cheap. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Very easy to set up and operate. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth.",Coleman-Richardson,63,28,66,88,negative,18,Electronics
EL100951,Electronics Group 951,995.33,"Stopped working after a few weeks. | Build quality feels cheap. | Compact design and very lightweight. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting.",Dunn PLC,76,43,54,27,positive,70,Electronics
EL100952,Electronics Data 952,148.92,"Display is sharp and vibrant. | Great value for the price, highly recommend. | Build quality feels cheap. | Very easy to set up and operate. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight.",Lopez Ltd,85,23,51,53,neutral,56,Electronics
EL100953,Electronics However 953,536.45,"Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Very easy to set up and operate. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Compact design and very lightweight.","Perry, Pierce and Rodriguez",100,28,74,68,negative,3,Electronics
EL100954,Electronics Collection 954,295.16,"Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Very easy to set up and operate. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting.",Mcgee Group,49,20,73,77,positive,83,Electronics
EL100955,Electronics Trial 955,49.94,"Battery life is excellent and long-lasting. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Compact design and very lightweight. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Great value for the price, highly recommend.",Reed Ltd,29,54,95,94,neutral,60,Electronics
EL100956,Electronics Dinner 956,265.1,"Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Build quality feels cheap. | Stopped working after a few weeks. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Performance is smooth and fast. | Very easy to set up and operate.",Rodriguez and Sons,80,93,70,66,negative,23,Electronics
EL100957,Electronics Memory 957,575.22,"Very easy to set up and operate. | Overheats quickly after continuous use. | Build quality feels cheap. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Great value for the price, highly recommend.",Moore-Parker,82,31,99,44,positive,95,Electronics
EL100958,Electronics Lawyer 958,876.96,"Build quality feels cheap. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Compact design and very lightweight. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant.",Williams PLC,55,37,78,22,neutral,45,Electronics
EL100959,Electronics Model 959,935.43,"Very easy to set up and operate. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Build quality feels cheap. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast.",Williams-Daniels,73,97,91,64,negative,2,Electronics
EL100960,Electronics Such 960,316.64,"Very easy to set up and operate. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use.",Bowen Ltd,84,29,33,71,positive,90,Electronics
EL100961,Electronics Surface 961,108.98,"Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Compact design and very lightweight. | Overheats quickly after continuous use. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied.","Martin, Adams and Lewis",23,93,37,53,neutral,64,Electronics
EL100962,Electronics Relate 962,282.18,"Great value for the price, highly recommend. | Performance is smooth and fast. | Stopped working after a few weeks. | Display is sharp and vibrant. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Compact design and very lightweight.",Golden-Russo,74,37,74,88,negative,38,Electronics
EL100963,Electronics Station 963,498.1,"Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Build quality feels cheap. | Performance is smooth and fast. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Stopped working after a few weeks.","Willis, Cooper and Cole",73,43,75,27,positive,84,Electronics
EL100964,Electronics Local 964,908.27,"Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Compact design and very lightweight. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Very easy to set up and operate.","Davis, Hansen and Ochoa",83,20,68,46,neutral,66,Electronics
EL100965,Electronics Hospital 965,168.47,"Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Very easy to set up and operate.","Williams, Sullivan and Adams",41,98,79,99,negative,22,Electronics
EL100966,Electronics Recognize 966,33.04,"Compact design and very lightweight. | Build quality feels cheap. | Performance is smooth and fast. | Very easy to set up and operate. | Display is sharp and vibrant. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend.",Hanson Inc,44,91,72,82,positive,88,Electronics
EL100967,Electronics Should 967,87.43,"Very easy to set up and operate. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Performance is smooth and fast.",Jackson LLC,100,35,90,44,neutral,49,Electronics
EL100968,Electronics Gas 968,278.36,"Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Build quality feels cheap. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Very easy to set up and operate. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product.","Shelton, Hughes and Wagner",78,34,25,77,negative,2,Electronics
EL100969,Electronics Training 969,996.06,"Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Performance is smooth and fast. | Display is sharp and vibrant.","Jordan, Baker and Stone",76,81,89,67,positive,79,Electronics
EL100970,Electronics Soldier 970,633.69,"Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Display is sharp and vibrant. | Very easy to set up and operate. | Build quality feels cheap. | Performance is smooth and fast. | Compact design and very lightweight.",Calderon and Sons,73,24,27,20,neutral,57,Electronics
EL100971,Electronics Family 971,637.98,"Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Great value for the price, highly recommend. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Build quality feels cheap.",Carroll LLC,63,64,34,27,negative,38,Electronics
EL100972,Electronics Him 972,418.82,"Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Build quality feels cheap. | Stopped working after a few weeks. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Overheats quickly after continuous use.",Burton PLC,71,71,45,40,positive,75,Electronics
